Author,BookID,WikipediaLink
"Wittgenstein, Ludwig",5740,https://en.wikipedia.org/wiki/Ludwig_Wittgenstein
"Chandler, Katherine",5742,https://en.wikipedia.org/wiki/Katherine_Agnes_Chandler
"Holberg, Ludvig",5749,https://en.wikipedia.org/wiki/Ludvig_Holberg
"Hewlett, Maurice",5755,https://en.wikipedia.org/wiki/Maurice_Hewlett
"Jacobs, W. W. (William Wymark)",5758,https://en.wikipedia.org/wiki/W._W._Jacobs
"Williams, Sam",5768,https://en.wikipedia.org/wiki/Sam_Williams_(journalist)
"Russell, George William",5772,https://en.wikipedia.org/wiki/George_William_Russell
"Andreyev, Leonid",5779,https://en.wikipedia.org/wiki/Leonid_Andreyev
Alain-Fournier,5781,https://en.wikipedia.org/wiki/Alain-Fournier
"Westgarth, William",5789,https://en.wikipedia.org/wiki/William_Westgarth
"Andrews, Jane",5792,https://en.wikipedia.org/wiki/Jane_Andrews_(author)
"Kelland, Clarence Budington",5797,https://en.wikipedia.org/wiki/Clarence_Budington_Kelland
"Wills, William John",5816,https://en.wikipedia.org/wiki/William_John_Wills
"Haliburton, Thomas Chandler",5817,https://en.wikipedia.org/wiki/Thomas_Chandler_Haliburton
"Andrews, Mary Raymond Shipman",5825,https://en.wikipedia.org/wiki/Mary_Raymond_Shipman_Andrews
"Burney, Fanny",5826,https://en.wikipedia.org/wiki/Frances_Burney
"Smith, Nora Archibald",5835,http://en.wikipedia.org/wiki/Nora_Archibald_Smith
"Spencer, Herbert",5849,https://en.wikipedia.org/wiki/Herbert_Spencer
"Keyhoe, Donald E. (Donald Edward)",5883,https://en.wikipedia.org/wiki/Donald_Keyhoe
"Jones, Steven E.",5889,https://en.wikipedia.org/wiki/Steven_E._Jones
"Kingsley, Mary Henrietta",5891,https://en.wikipedia.org/wiki/Mary_Kingsley
"Rawlinson, A. E. J. (Alfred Edward John)",5954,https://en.wikipedia.org/wiki/Alfred_Rawlinson_(bishop)
"Shedlock, Marie L.",5957,https://en.wikipedia.org/wiki/Marie_L._Shedlock
"Little, Frances",5960,https://en.wikipedia.org/wiki/Frances_Little
"Savage, Richard",5972,https://en.wikipedia.org/wiki/Richard_Henry_Savage
"Barker, Lady (Mary Anne)",5992,https://en.wikipedia.org/wiki/Mary_Anne_Barker
"Phelps, William Lyon",5996,https://en.wikipedia.org/wiki/William_Lyon_Phelps
"Stevenson, Sara Yorke",5997,https://en.wikipedia.org/wiki/Sara_Yorke_Stevenson
"Marsh, George P. (George Perkins)",6019,https://en.wikipedia.org/wiki/George_Perkins_Marsh
"Villehardouin, Geoffroi de",6032,https://en.wikipedia.org/wiki/Geoffrey_of_Villehardouin
"Destouches, Néricault",6035,https://en.wikipedia.org/wiki/Philippe_N%C3%A9ricault_Destouches
"Kyd, Thomas",6043,https://en.wikipedia.org/wiki/Thomas_Kyd
"Hornaday, William T. (William Temple)",6052,https://en.wikipedia.org/wiki/William_Temple_Hornaday
"Jerrold, Douglas William",6054,https://en.wikipedia.org/wiki/Douglas_William_Jerrold
"Tourgée, Albion Winegar",6058,https://en.wikipedia.org/wiki/Albion_W._Tourg%C3%A9e
"Hay, John",6062,https://en.wikipedia.org/wiki/John_Hay
"Fanshawe, Ann",6064,"https://en.wikipedia.org/wiki/Ann,_Lady_Fanshawe"
"Goddard, Charles",6065,https://en.wikipedia.org/wiki/Charles_Goddard_(playwright)
"White, Edward Lucas",6070,https://en.wikipedia.org/wiki/Edward_Lucas_White
