Author,BookID,WikipediaLink
"Frenssen, Gustav",50667,https://en.wikipedia.org/wiki/Gustav_Frenssen
"Urban, Henry F.",50681,https://de.wikipedia.org/wiki/Henry_F._Urban
"Castrén, Kaarle Alfred",50695,https://fi.wikipedia.org/wiki/Kaarle_Alfred_Castrén
"Borel, Pétrus",50743,https://en.wikipedia.org/wiki/Petrus_Borel
"Van Scyoc, Sydney J.",50800,https://en.wikipedia.org/wiki/Sydney_J._Van_Scyoc
"Wright, Quincy",50814,https://en.wikipedia.org/wiki/Quincy_Wright
"Cosquin, Emmanuel",50838,https://en.wikipedia.org/wiki/Emmanuel_Cosquin
"Monstrelet, Enguerrand de",50839,https://en.wikipedia.org/wiki/Enguerrand_de_Monstrelet
"Balfour, John Hutton",50882,https://en.wikipedia.org/wiki/John_Hutton_Balfour
"Kivijärvi, Erkki",50920,https://fi.wikipedia.org/wiki/Erkki_Kivij%C3%A4rvi
"Clement, Hal",50928,https://en.wikipedia.org/wiki/Hal_Clement
"Bancroft, Caroline",50934,https://en.wikipedia.org/wiki/Caroline_Bancroft
"Koskimaa, Juho",50946,https://fi.wikipedia.org/wiki/Juho_Koskimaa
"Zeigler, Wilbur Gleason",50952,https://en.wikipedia.org/wiki/Wilbur_G._Zeigler
"Yi, Yuk",51002,https://ko.wikipedia.org/wiki/%EC%9D%B4%EC%9C%A1
"Dayot, Armand",51023,https://fr.wikipedia.org/wiki/Armand_Dayot
"Daumas, E.‏ (Eugène)",51041,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Daumas
"Hahl, Jalmari",51044,https://fi.wikipedia.org/wiki/Jalmari_Hahl
"Torti, Francesco",51045,https://it.wikipedia.org/wiki/Francesco_Torti_%28medico%29
"Dyer, R. E. H. (Reginald Edward Harry)",51070,https://en.wikipedia.org/wiki/Reginald_Edward_Harry_Dyer
"Gottlund, C. A. (Carl Axel)",51071,http://fi.wikipedia.org/wiki/Carl_Axel_Gottlund
"Scudo, Paul",51084,https://fr.wikipedia.org/wiki/Paul_Scudo
"Vanbrugh, John",51113,https://en.wikipedia.org/wiki/John_Vanbrugh
"Boucher, Anthony",51115,https://en.wikipedia.org/wiki/Anthony_Boucher
"Beaunier, André",51162,https://fr.wikipedia.org/wiki/Andr%C3%A9_Beaunier
"Keith, Donald",51167,https://en.wikipedia.org/wiki/Donald_Keith_%28author%29
"Fabre, Ferdinand",51179,https://fr.wikipedia.org/wiki/Ferdinand_Fabre
"Guin, Wyman",51201,https://en.wikipedia.org/wiki/Wyman_Guin
"Weininger, Otto",51221,https://en.wikipedia.org/wiki/Otto_Weininger
"Lee, Joseph",51222,https://en.wikipedia.org/wiki/Joseph_Lee_(poet)
"Anvil, Christopher",51273,https://en.wikipedia.org/wiki/Christopher_Anvil
"Brechensbauer, Josef",51276,https://de.wikipedia.org/wiki/Josef_Brechensbauer
"Fock, Gorch",51303,https://de.wikipedia.org/wiki/Gorch_Fock
"Le Glay, Edward",51312,https://fr.wikipedia.org/wiki/Edward_Le_Glay
"Mendeleyev, Dmitry Ivanovich",51326,https://en.wikipedia.org/wiki/Dmitri_Mendeleev
"Miller, R. De Witt (Richard De Witt)",51331,https://en.wikipedia.org/wiki/R._DeWitt_Miller
"Pontoppidan, Henrik",51384,https://fi.wikipedia.org/wiki/Henrik_Pontoppidan
"Treller, Franz",51406,https://de.wikipedia.org/wiki/Franz_Treller
"Sanborn, F. B. (Franklin Benjamin)",51426,https://en.wikipedia.org/wiki/Franklin_Benjamin_Sanborn
"Kajander, Kalle",51446,https://fi.wikipedia.org/wiki/Kalle_Kajander
"Hogarth, William",51459,https://en.wikipedia.org/wiki/William_Hogarth
"Lundquist, Ernst",51504,https://sv.wikipedia.org/wiki/Ernst_Lundquist
"Stapfer, Paul",51505,https://fr.wikipedia.org/wiki/Paul_Stapfer
"Metchnikoff, Elie",51521,https://en.wikipedia.org/wiki/%C3%89lie_Metchnikoff
"Wolfe, Bernard",51534,https://en.wikipedia.org/wiki/Bernard_Wolfe
"Foster, John Watson",51552,https://en.wikipedia.org/wiki/John_W._Foster
"Railo, Eino",51562,https://fi.wikipedia.org/wiki/Eino_Railo
"Goulart, Ron",51571,https://en.wikipedia.org/wiki/Ron_Goulart
"Montesquiou-Fézensac, Robert, comte de",51666,https://fr.wikipedia.org/wiki/Robert_de_Montesquiou
"Lemos, Pedro J. (Pedro Joseph)",51700,https://en.wikipedia.org/wiki/Pedro_Joseph_de_Lemos
"Fønhus, Mikkjel",51771,https://en.wikipedia.org/wiki/Mikkjel_F%C3%B8nhus
"Duncan, David",51801,https://en.wikipedia.org/wiki/David_Duncan_%28writer%29
"Blanche, Jacques-Émile",51826,https://fr.wikipedia.org/wiki/Jacques-%C3%89mile_Blanche
